Title,Section,Ingredients,Instruction,Variations,Nutrition Information
Conill amb raïm,Carns,"1 conill.
Raïm.
1 ceba trinxada.
1 pastanaga tallada a trossos petits.
2 porros tallats a trossos petits.
3 tomàquets trinxats.
1 cabeça d’alls.
1 manat d’herbes: llorer, farigola, orenga.
1 cullerada de farina.
Oli.
Sal.
Pebre.
Aigua.","Enrossiu els trossos de conill salpebrats en una cassola amb oli i reserveu-los.
Feu un sofregit en el mateix oli amb la ceba, la pastanaga, els porros, els tomàquets i el manat d’herbes. 
Afegiu-hi el conill, tireu-hi el vi i deixeu-lo reduir.
Espolseu-lo amb la farina i remeneu un parell de minuts.
Mulleu-ho amb una mica d’aigua i deixeu-ho coure lentament.
Afegiu a la cassola els grans de raïm crus, 10 minuts abans d'acabar la cocció.
Poseu-ho a punt de sal i pebre.",,"{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Fideus a la cassola,"Pastes, arrossos i altres cereals","400 g de fideus gruixuts.
200 g de salsitxa.
200 g de costella de porc.
200 g de conill tallat.
100 g de pèsols.
1 ceba trinxada.
3 tomàquets trinxats.
2 grans d’all trinxats.
Llorer.
Oli.
Sal.
1 litre d’aigua.
Per fer la picada:
Uns brins de safrà.
2 grans d’all.
Un grapadet d’ametlles. 
Julivert.","Enrossiu la costella de porc, la salsitxa i el conill, tot tallat a trossos en una cassola amb una mica d’oli.
Afegiu-hi la ceba, el tomàquet i l’all i ho deixeu sofregir.
Un cop fet poseu-hi l’aigua, els pèsols i el llorer.
Quan arrenqui el bull tireu-hi els fideus, remeneu i deixeu-ho coure suaument.
A mitja cocció afegiu-hi la picada deixatada amb una mica de caldo de la cocció.","Es pot afegir pebrot verd o vermell al sofregit.
La costella de porc pot ser confitada.
S’hi poden afegir menuts de pollastre. 
Es poden fer els fideus amb carn i peix.
En lloc d’aigua es pot posar caldo.
Es pot afegir un rovell d’ou dur amb la picada.","{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Bacallà amb mussolina d'all,Peixos i mariscs,"800 g de bacallà dessalat.
½  kg d’espinacs.
Maionesa .
4 cabeces d’all escalivats.
Oli.
Sal.","Salteu els espinacs en una paella i saleu-los.
Fregiu el bacallà o feu-lo a la brasa.
Per fer la mussolina, munteu la maionesa i li afegiu els alls escalivats, pelats i xafats .
En uns plats que puguin anar al forn, poseu-hi una capa d’espinacs i a sobre el bacallà. Cobriu-lo amb la mussolina d’all i ho poseu a gratinar fins que quedi ben daurat.","S'hi poden posar bledes en lloc d'espinacs.
S'hi pot posar  salsa de tomàquet a la base en lloc dels espinacs.","{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Ànec amb panses i castanyes,Carns,,"Vegeu Rostit d’ànec amb prunes i pinyons

	Es fa com el Rostit d’ànec amb prunes i pinyons, però amb panses i castanyes crues i pelades, que s’afegeixen una mitja hora abans d’acabar la cocció.",,"{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Garoines,Peixos i mariscs,"48 garoines.
Pa.","Partiu les garoines per la meitat i extraiu-ne les gònades.
Poseu-les sobre una llesca de pa.","Es poden acompanyar amb botifarra negra i alls tendres.
Es poden servir les garoines només partides al través i menjar-ne la carn amb una cullereta.","{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Truita de riu al forn,Peixos i mariscs,"4 truites de riu.
4 talls de pernil.
½ kg de patates tallades a rodelles fines.
2 cebes tallades a la juliana.
1 copa de vi blanc.
Llorer.
Romaní.
Suc de llimona.
Oli.
Sal.","Netegeu i saleu les truites.
Farciu-les amb una llesca de pernil i tanqueu-les amb un escuradents.
Poseu a coure al forn les cebes i les patates salades en una llauna untada d’oli, fins que siguin gairebé cuites.
A sobre poseu-hi les truites amb la fulla de llorer, el romaní, el suc de llimona i el vi blanc. 
Acabeu de coure al forn.","Es pot treure l’espina de la truita.
Es pot afegir una picada d’ametlles per sobre les truites.
Es poden gratinar amb salsa beixamel; la beixamel es pot fer amb farina d’ametlles.","{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Rovellons a la brasa,Bolets,"1 kg de rovellons.
Oli.
Sal.
All.
Julivert.","Trieu i netegeu els rovellons.
Saleu-los i poseu-los a la graella cap per amunt.
Al cap d’una estona gireu-los i poseu-hi oli i l’all i julivert trinxats.","Es poden fer al forn: poseu-los cap per avall sobre la plata untada d’oli, poseu-hi oli, sal i l’all i julivert trinxats per sobre; s’han de coure a foc viu i no massa estona.","{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Bacallà amb mel,Peixos i mariscs,"800 g de bacallà dessalat. Oli.
Per fer la pasta d’arrebossar: 2 tasses de mel. 150 g de farina. Aigua","Talleu a tires el bacallà ben escorregut.
	Arrebosseu-lo amb la pasta i fregiu-lo en oli no massa calent, fins que els trossos quedin rossos.",Es pot escaldar el bacallà abans de fregir-lo.,"{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Fideus amb ganyims,"Pastes, arrossos i altres cereals","300 g de fideus prims.
400 g de ganyims, remullats.
2 cebes trinxades.
2 grans d’all trinxats.
3 tomàquets madurs escalivats.
1 culleradeta de pebre vermell dolç.
4 patates tallades a daus petits.
Oli.
Sal.
Aigua.
Per fer la picada:
Un grapadet d’ametlles torrades.
2 grans d’all.","Feu un sofregit amb la ceba, els alls i el tomàquet pelat i trinxat en una cassola amb oli.
Quan estigui ben confitat afegiu-hi el pebre vermell i la patata, doneu-hi unes voltes i seguidament mulleu-ho amb aigua.
Quan arrenqui el bull afegiu-hi els ganyims, la picada i els fideus.
Deixeu coure fins que els fideus siguin cuits.
Afegiu-hi aigua calenta si fa falta; aquests fideus han de quedar caldosos.",Es pot substituir l’aigua per brou de peix.,"{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Peus de porc amb gambes,Carns,"4 peus de porc bullits i freds (vegeu Peus de porc amb llenegues). 12 gambes. 1 ceba trinxada fina. 3 tomàquets madurs ratllats. 1 cullerada de farina. Un raig de moscatell. Sal. Aigua.
Per fer la picada: Un grapadet d’ametlles torrades. 1 llesca de pa fregit. 1 gra d’all. 1 presa de xocolata a la pedra.","Fregiu una mica les gambes en una cassola i reserveu-les.
	En el mateix oli feu un sofregit concentrat amb la ceba i els tomàquets.
	Afegiu-hi la farina, deixeu-la coure una mica remenant i poseu-hi el moscatell i aigua.
	Quan arrenqui el bull hi afegiu els peus de porc i ho deixeu coure uns 10 minuts.
	Afegiu-hi les gambes i la picada deixatada amb suc de la cocció i deixeu-ho una estona més.
	Poseu-ho a punt de sal.",Es pot fer amb escamarlans en comptes de gambes (Peus de porc amb escamarlans).,"{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Escrita amb fesols,Peixos i mariscs,"½ kg d’escrita.
400 g de fesols.
Farina.
Oli.
Sal.
Aigua.
Per fer la picada:
1 llesca de pa fregit.
Un grapadet d’ametlles.
1 tomata escalivada.
1 pesteta.","Poseu a bullir els fesols, prèviament remullats 12 hores (vegeu mongetes bullides).
En una cassola amb oli calent sofregiu l’escrita, tallada a trossos, enfarinades i salada. Retireu-la i guardeu-la.
En el mateix oli sofregiu-hi la picada i li afegiu els fesols bullits i una mica de caldo de la cocció. Quan arrenqui el bull hi tireu l’escrita i ho deixeu bullir tot junt uns minuts.","Es pot substituir el caldo dels fesols per aigua o brou de peix.
S’hi pot afegir nyora a la picada.
Es pot fer amb altres peixos.
S’hi poden afegir espinacs.","{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Palpís de corder,Carns,"1 cuixa de corder.
200 g de cansalada viada.
2 cebes tallades a trossos grans.
1 porro tallat a rodanxes grans.
3 pastanagues tallades a trossos grans.
4 alls sencers.
Un manat d’herbes aromàtiques: farigola, llorer, orenga.
1 got de vi blanc.
Mig got de vi ranci.
Julivert.
Sal.
Oli. 
Pebre.","Desosseu la cuixa, salpebreu-la i farciu-la amb la cansalada viada, un all i el julivert trinxat.
Lligueu la cuixa, poseu-la a rostir en una cassola amb una mica d’oli i quan estigui rossa per tots costats afegiu-hi les verdures, els alls i les herbes, i deixeu-ho coure una estona amb la cassola tapada.
Afegiu-hi el vi blanc i el vi ranci i deixeu-los reduir.
Regueu sovint la cuixa amb el suc de la cocció fins que estigui al punt.
Un cop tingueu la cuixa rostida, retireu les herbes i coleu la salsa.
Deslligueu la cuixa i poseu-la en una plata calenta amb la salsa per sobre.","Es pot acompanyar de bolets de temporada o de trumfes, que podeu afegir 15 minuts abans d’acabar la cocció del palpís.
En el farciment s’hi pot barrejar ou dur trinxat i pebrot trossejat.
Es pot farcir la cuixa de bolets, saltejats prèviament amb all i julivert.
Es pot farcir també de la carn de la pilota de l’escudellai carn d’olla .
Es pot farcir de fruits secs.
Es pot fer la cuixa sense desossar, metxada amb cansalada i amb all i julivert trinxats per sobre.","{'Fòsfor (mg)': {'Per ració': '427', 'QDR': '800'}, 'Niacina (mg)': {'Per ració': '13,04', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,624', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '5,68', 'QDR': '1'}}"
Taronja amb moscatell,Postres i dolços,"4 taronges

	4 cullerades de sucre

	1 got de moscatell","Peleu les taronges i talleu-les a rodanxes.

	Poseu-les en una plata plana i tireu-hi per sobre el moscatell i el sucre.","Es pot fer amb qualsevol altre vi dolç.

	S’hi poden afegir nous.

	En lloc de sucre, s’hi pot posar mel.","{'Agua (g)': {'Per ració': '152', '%QDO': ''}, 'Energía (kcal)': {'Per ració': '118', '%QDO': '5,90%'}, 'Proteínas (g)': {'Per ració': '1,4', '%QDO': '2,80%'}, 'Grasa total (g)': {'Per ració': '0,32', '%QDO': '0,46%'}, 'Hidratos de carbono totales (g)': {'Per ració': '20,5', '%QDO': '7,49%'}, 'Fibra dietética (g)': {'Per ració': '3,6', '%QDO': '12%'}, 'Grasa saturada (AGS) (g)': {'Per ració': '0,044', '%QDO': '0,22%'}, 'Grasa monoinsaturada (AGM) (g)': {'Per ració': '0,086', '%QDO': ''}, 'Grasa poliinsaturada (AGP) (g)': {'Per ració': '0,12', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '0', '%QDO': '0%'}, 'Vitamina C (mg)': {'Per ració': '79,7', 'QDR': '60'}}"
Arròs a banda,"Pastes, arrossos i altres cereals","280 g d’arròs

	1 kg de peix variat

	3 grans d’all

	2 cebes

	2 tomàquets

	1 kg de patates

	1 culleradeta de pebre vermell

	Oli / Sal / Aigua","En una olla feu un sofregit amb la ceba, els alls i els tomàquets.

	Quan estigui ben fosc, afegiu-hi el pebre vermell.

	Doneu-hi unes quantes voltes i afegiu-hi aigua.

	Quan arrenqui el bull, afegiu-hi les patates i al cap de 5 minuts, el peix.

	Quan estigui tot cuit, coleu el brou.

	En una cassola amb oli calent, hi rossegeu l’arròs.

	Quan es comenci a torrar, afegiu-hi un litre del brou de peix bullent.

	Deixeu que es cogui uns 18 minuts, els 5 primers a foc fort, i després afluixeu el foc fins que l’arròs estigui cuit.

	De primer se serveix l’olla de peix amb les patates i després, l’arròs.
Altres noms

	Arròs del caldo

	Els quatre grans (argot de pescadors)","En lloc de fer el sofregit, es pot fer una picada amb nyora, llesques de pa, alls i tomàquets, tot fregit, picat al morter i desfet amb una mica d’aigua.

	Tant l’arròs com l’olla de peix es poden acompanyar d’allioli.

	El peix pot ser escórpora, gallineta, congre, rap, aranya, etc., segons la comarca i el mercat.","{'Vitamina C (mg)': {'Per ració': '79,7', 'QDR': '60'}}"
Llenties bullides,Llegums,"500 g de llenties remullades.
Sal.
Aigua mineral.","Poseu les llenties a bullir amb aigua mineral freda, primer a foc fort i després continueu la cocció lentament.
Saleu-les al final.",,"{'Vitamina C (mg)': {'Per ració': '79,7', 'QDR': '60'}}"
Llunes de Vilanova,Postres i dolços,"250 g de mantega tova.
150 g de sucre de llustre.
100 g de sucre normal.
200 g d’avellanes torrades.
600 g de farina.
1 culleradeta de llevat en pols.
Pell de llimona ratllada.
1 polsim de sal.
1 culleradeta de canyella.
1 ou batut.","Barregeu la mantega amb el sucre de llustre i la sal.
Aneu afegint-hi la resta d’ingredients menys l’ou i la farina.
Feu-ne una massa homogènia, afegiu-hi la farina i amasseu-la fins que es pugui treballar amb el corró.
Deixeu-la reposar a la nevera.
Estireu la massa amb el corró a un gruix de ½ cm i aneu-ne tallant trossos en forma de mitges llunes amb l’ajut d’un motlle.
Pinteu les mitges llunes amb l’ou batut, poseu-hi sucre per sobre i coeu-les al forn a 180º durant 7 o 8 minuts.",,"{'Vitamina C (mg)': {'Per ració': '79,7', 'QDR': '60'}}"
Col confitada,Verdures i altres hortalisses,"1 col d’hivern, sense les fulles més verdes.
Vinagre.","Netegeu les cols retirant les fulles exteriors i deixant les altres senceres; escorreu-les.
Poseu les fulles de col sobre un drap perquè s’eixuguin durant 3 dies.
Poseu-les en un pot de vidre i afegiu-hi vinagre fins cobrir-les.
Tapeu-lo i guardeu-lo com a mínim 15 dies.
Traieu la quantitat de col que necessiteu —sempre amb compte que el líquid quedi cobrint la col que queda— i poseu-la a remull en aigua un parell d’hores per treure-li l’excés de vinagre.","En comptes de vinagre es pot fer servir una barreja de vinagre i vi blanc.
També s’hi pot afegir una mica d’aigua per rebaixar el vinagre.
Amb la col s'hi poden posar també alguns bitxos verds.
També es fa amb col-i-flor.","{'Vitamina C (mg)': {'Per ració': '79,7', 'QDR': '60'}}"
Xulles amb fesols,Llegums,"400 g de xulles (cansalada) tallades a tires.
1 ceba.
4 grans d¡all.
Sal.
Pebre.
Farigola.
Sajolida.
800 g de fesols bullits (mongetes bullides).
Oli.","Saleu i fregiu les xulles a la cassola. 
Quan siguin una mica rosses, afegiu-hi la ceba trinxada i els alls sencers, les herbes i el pebre. 
Quan tot hagi agafat color poseu-hi les mongetes amb una miqueta del seu brou i deixeu que cogui a foc lent.","Es pot servir només fregit, sense suc.
S’hi pot afegir un tros del tel del fetge del porc.","{'Vitamina C (mg)': {'Per ració': '79,7', 'QDR': '60'}}"
Sopes de llet,Postres i dolços,"Llet de vaca.
Sucre.
Llesques de pa.","Poseu a bullir la llet amb el sucre. 
Quan arrenqui el bull, traieu-la del foc i afegiu-hi les llesques de pa fins que s’estovin.","S’hi pot afegir una branca de canyella a la llet.
El pa es pot triturar amb un batedor.
Es pot posar prèviament el pa al forn amb sucre i mel.
Es pot afegir a la sopa un ou batut amb canyella.","{'Vitamina C (mg)': {'Per ració': '79,7', 'QDR': '60'}}"
Ànec amb albergínies,Carns,,"Vegeu Ànec rostit amb peres

	Es prepara com l’ànec rostit amb peres però, en comptes de les peres, 5 minuts abans d’acabar la cocció poseu-hi 1/2 kg d’albergínies, tallades a rodanxes, enfarinades i fregides.",,"{'Energia (kcal)': {'Per ració': '786,', '%QDO': '39,30%'}, 'Proteïnes (g)': {'Per ració': '41,2', '%QDO': '82,40%'}, 'Greix total (g)': {'Per ració': '49,2', '%QDO': '70,29%'}, 'Hidrats de Carboni totals (g)': {'Per ració': '31,7', '%QDO': '11,74%'}, 'Fibra dietètica (g)': {'Per ració': '8,6', '%QDO': '28,67%'}, 'AGS (g)': {'Per ració': '14,1', '%QDO': '70,50%'}, 'AGM (g)': {'Per ració': '26', '%QDO': ''}, 'AGP (g)': {'Per ració': '6,6', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '155', '%QDO': '51,67%'}, 'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Escudella de mongetes amb bacallà i bledes,"Sopes, escudelles, brous, farientes i cremes","200 g de mongetes remullades.
100 g d’arròs.
500 g de bledes.
100 g de fideus.
200 g de bacallà dessalat.
Oli.
Aigua.","Trieu les bledes, renteu-les i trossegeu-les.
Poseu a bullir les mongetes i quan els faltin 20 minuts per acabar la cocció afegiu-hi les bledes, l'arròs, el bacallà, els fideus i un raig d’oli.
Si cal afegiu-hi una mica més d’aigua.
Proveu-ho de sal i deixeu-ho coure fins que les mongetes estiguin toves però no desfetes.",,"{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Cap de xai al forn,Carns,"4 caps de xai sencers.
2 cebes tallades a tires.
4 tomàquets madurs.
4 grans d’all.
Julivert.
Llorer.
Pa ratllat.
Oli.
Sal.
Pebre.","Partiu els caps per la meitat, salpebreu-los, unteu-los amb oli i poseu-los a rostir al forn en una plata.
Quan siguin daurats afegiu-hi la ceba, el llorer i els tomàquets, i deixeu-ho rostir tot junt, regant els caps de tant en quan amb el suc de cocció. 
Cap al final de la cocció, escampeu-hi per sobre els alls i el julivert trinxats i barrejats amb el pa ratllat.
Torneu-ho a ruixar amb una mica d’oli i ho deixeu al forn fins que els caps quedin daurats.","Es pot fer també amb cap de cabrit (Cap de cabrit al forn).
Es pot acompanyar amb allioli de codony.
Es poden rostir els caps només amb una mica d’oli i just abans d’acabar la cocció es pinten amb allioli i es deixen gratinar un moment.","{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Coliflor arrebossada,Verdures i altres hortalisses,"Coliflor.
2 ous.
Farina.
Sal.
Oli.
Aigua.","Bulliu la coliflor.
Talleu la coliflor a rodelles.
Passeu-la per ou batut i farina, i fregiu-la amb oli calent.","Aquest sistema es pot utilitzar amb altres verdures: carbassons, calçots (vegeu  calçots arrebossats), bròquil (vegeu bròquil arrebossat), ceba (vegeu  ceba arrebossada ) , carxofes.
També es poden empanar amb pa ratllat.","{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Sopes de brosses,Amanides i plats freds,"150 g de carn de pollastre.
150 g de carn de vedella.
150 g de xai.
2 talls de cansalada viada.
2 ossos de vedella.
Llesques fines de pa sec.
Per fer les mandonguilles:
100 g de carn de vedella picada.
100 g de carn de porc picada.
1 ou.
25 g de pa ratllat.
Aigua.","Feu un caldo amb la carn de vedella, els ossos, la cansalada, el xai i el pollastre, coleu-lo i trieu la carn; reserveu-la.
Prepareu unes mandonguilles petites.
Desfeu amb una batedora el pa dins del caldo i afegiu-hi la carn desfeta i les mandonguilles.
Deixeu-ho bullir fins que les mandonguilles siguin cuites.",Es poden posar verdures en el caldo.,"{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Llagostins amb cigrons i picada marinera,Peixos i mariscs,"24 llagostins pelats. 400 g de cigrons cuits. 1 ceba. Llorer. ½ kg de tomàquets. 1 cullerada de pebre vermell dolç. ½ copa de conyac. Fumet. Oli. Sal. Pebre. Julivert picat.
Per fer la picada marinera: 4 alls fregits. 2 nyores fregides. 50 g d’ametlles torrades. 2 llesques de pa fregit. Safrà. ½ l de fumet.","En una cassola amb oli feu el sofregit amb la ceba, el pebre vermell, el llorer i el tomàquet.
	Mentrestant feu la picada amb els alls, les nyores, les ametlles, el pa i el safrà i diluïu-la amb el fumet.
	Fregiu els llagostins i seguidament flamegeu-los amb el conyac.
	Afegiu-los al sofregit conjuntament amb la picada i el cigrons bullits.
	Deixeu-ho que faci xup-xup tot junt uns minuts.
	Afegiu-hi una mica més de fumet si cal i saleu-lo.
	Tireu-hi julivert picat per sobre.",El fumet es pot fer amb peix de closca.,"{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Rostit de Festa Major,Carns,"Mig pollastre.
Mig conill.
2 botifarres crues.
4 trossos de costella de porc.
2 cebes.
1 cabeça d’alls.
2 tomàquets.
1 canó de canyella.
Llorer.
1 copa de vi ranci.
Oli i/o llard.
Sal.
Pebre.
Aigua.","Salpebreu les carns i poseu-les a daurar en una cassola amb oli i/o llard, amb el llorer i la canyella.
Afegiu-hi les cebes senceres, la cabeça d’alls i els tomàquets i rossegeu-ho.
Tireu-hi el vi ranci, deixeu-lo reduir i continueu la cocció a foc suau fins que les carns siguin toves, tot afegint-hi si cal aigua calenta de tant en tant.
A mig coure afegiu-hi les botifarres.
Poseu-ho a punt de sal.","Es pot fer amb altres tipus de carn: ànec, xai, etc.
Es pot substituir el vi ranci per aiguardent o brandi.","{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
